"id","piping_class_id","section_no","piping_component_id","valve_id","size_desc","description","created_at","updated_at"
3592,106,0,13,,"1/2"" - 1""","FORGED STAINLESS STEEL SCREWED ASTM A182 GR F316 ANSI B16.11 : CLASS 3000",,
3593,106,0,21,393,"1/4"" - 1/2""","CLASS 800 316 STAINLESS STEEL : FNPT API 602",,
3594,106,0,22,,"1/2"" ONLY","STAINLESS STEEL, TYPE 316 : AGCO CT7S-44 OR ARCO APPROVED EQUAL",,
3595,106,0,35,664,"1/2"" ONLY","6000# @ 200F 316 STAINLESS STEEL : FNPT",,
3596,106,0,35,666,"1/2"" ONLY","6000# @ 200F 316 STAINLESS STEEL : MNPT X FNPT",,
3597,106,0,35,670,"1/2"" ONLY","6000# 316 STAINLESS STEEL : SWAGELOK (LAR ONLY)",,
3598,106,0,43,,"1/2"" - 1""","SEAMLESS STAINLESS STEEL ASTM A312 GR TP316, ASME B36.19M MILL CERTS REQUIRED FOR ALL PIPE : SCH 80S",,
3599,106,0,46,,"1/2"" - 1""","SEAMLESS STAINLESS STEEL ASTM A312 GR TP316, ASME B36.19M MILL CERTS REQUIRED FOR ALL PIPE : SCH 160, TBE, MAX. LENGTH 6""",,
3600,106,0,48,,"1/2"" - 1""","STAINLESS STEEL ASTM A182 GR F316 ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
3601,106,0,55,,"1/2"" - 1""","SEAMLESS STAINLESS STEEL, ASTM A403 GR WP316 : CONC. SWAGE, SCH 160, TBE",,
3602,106,0,57,680,"1/2"" ONLY","6000# @ 200F 316 STAINLESS STEEL : FLANGED X FNPT",,
3603,106,0,57,681,"1/2"" ONLY","6000# @ 1000F 316 STAINLESS STEEL : FLANGED X SWAGELOK (LAR ONLY)",,
3604,106,0,59,,"1/2"" & SMALLER","STAINLESS STEEL, ASME SA479 TYPE 316 OR ASME SA182 GR F316, COMPRESSION TYPE, WITH STAINLESS STEEL FERRULES : PARKER CPI (C.P. ONLY) SWAGELOK (LAR ONLY)",,
3605,106,0,60,,"1/4"" - 1/2"" OD","STAINLESS STEEL ASTM A269 GR TP316, TESTED TO ASTM A450 : SEAMLESS, FULL ANNEALED .035"" WALL",,
3606,106,0,64,684,"1/2"" ONLY","6000# @ 100F 316 STAINLESS STEEL : FNPT",,
3607,106,0,64,685,"1/2"" ONLY","6000# @ 100F 316 STAINLESS STEEL : SWAGELOK X DRAIN FNPT (LAR ONLY)",,
3608,106,0,65,,"1/2"" - 1""","FORGED STAINLESS STEEL SCREWED ASTM A182 GR F316 : CLASS 3000, INTEGRAL SEAT",,
3609,107,0,7,,"1"" & SMALLER(HEADER)","FULL SIZE TEE",,
3610,107,0,7,,"1"" & SMALLER(HEADER)","FULL SIZE TEE : REDUCING TEE",,
3611,107,0,13,,"1/2"" - 1""","FORGED STAINLESS STEEL SCREWED ASTM A182 GR F316, ANSI B16.11 : CLASS 3000",,
3612,107,0,21,629,"1/4"" - 1/2""","CLASS 2500 316 STAINLESS STEEL : FNPT",,
3613,107,0,22,,"1/2"" ONLY","STAINLESS STEEL, TYPE 316 : AGCO CT7S-44 OR ARCO APPROVED EQUAL",,
3614,107,0,36,664,"1/2"" ONLY","6000# AT 200F 316 STAINLESS STEEL : FNPT",,
3615,107,0,36,666,"1/2"" ONLY","6000# AT 200F 316 STAINLESS STEEL : MNPT X FNPT",,
3616,107,0,43,,"1/2"" - 1""","SEAMLESS STAINLESS STEEL ASTM A312 GR TP316, ASME B36.10M MILL CERTS REQUIRED FOR ALL PIPE : SCH 80S",,
3617,107,0,46,,"1/2"" - 1""","SEAMLESS STAINLESS STEEL ASTM A312 GR TP316, ASME B36.10M MILL CERTS REQUIRED FOR ALL PIPE : SCH 160, TBE, MAX. LENGTH 6""",,
3618,107,0,48,,"1/2"" - 1""","STAINLESS STEEL ASTM A182 GR F316, ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
3619,107,0,55,,"1/2"" - 1""","SEAMLESS STAINLESS STEEL, ASTM A312, A403 GR WP316 : CONC. SWAGE, SCH160, TBE",,
3620,107,0,57,680,"1/2"" ONLY","6000# @ 200F 316 STAINLESS STEEL : FLANGED/FNPT",,
3621,107,0,57,681,"1/2"" ONLY","6000# @ 100F 316 STAINLESS STEEL : FLANGED X SWAGELOK (LAR ONLY)",,
3622,107,0,59,,"1/2"" & SMALLER","STAINLESS STEEL, ASME SA479 TYPE 316 OR ASME SA182 GR F316, COMPRESSION TYPE, WITH STAINLESS STEEL FERRULES : PARKER CPI (C.P. ONLY) SWAGELOK (LAR ONLY)",,
3623,107,0,60,,"1/4"" - 1/2"" OD","STAINLESS STEEL ASTM A213 OR A269 GR TP316, TESTED TO ASTM A450 : SEAMLESS, FULL ANNEALED .065"" WALL",,
3624,107,0,64,684,"1/2"" ONLY","6000# @ 100F 316 STAINLESS STEEL : FNPT",,
3625,107,0,64,685,"1/2"" ONLY","6000# @ 100F 316 STAINLESS STEEL : SWAGELOK X DRAIN FNPT (LAR ONLY)",,
3626,107,0,65,,"1/2"" - 1""","FORGED STAINLESS STEEL SCREWED ASTM A182 GR F316 : CLASS 6000, INTEGRAL SEAT",,
3627,108,1,28,,"TO BE USED IN INSTRUMENT PIPING SPECIFICATION S-1,S-4","SINGLE-LINE INSTRUMENT- (e.g., Pressure Transmitter)
DEKORON-TYPE 2201- 40A21 (Or Approved Equal) To Include:
1-Process Tube- 1/2"" O.D. x .035"" Wall, 316 SS
1-Steam Tracer- 1/4"" O.D. x .030"" Wall Copper Tubing",,
3628,108,1,28,,"TO BE USED IN INSTRUMENT PIPING SPECIFICATION S-1,S-4","TWO-LINE INSTRUMENT (e.g., Differential Pressure Transmitter)
DEKORON-TYPE 2203- 40B21 (Or Approved Equal)- To Include:
2-Process Tubes- 1/2"" O.D. x .035"" Wall, 316SS
1-Steam Tracer- 1/4"" O.D. x .030"" Wall Copper Tubing",,
3629,108,1,28,,"TO BE USED IN INSTRUMENT PIPING SPECIFICATION S-2,S-5","SINGLE-LINE INSTRUMENT-(e.g., Pressure Transmitter)
DEKORON-TYPE 2201- 40A21 (Modified, Or Approved Equal)
1-Process Tube- 1/2"" O.D. x .065"" Wall, 316SS
1-Steam Tracer- 1/4"" O.D. x .030"" Wall Copper Tubing",,
3630,108,1,28,,"TO BE USED IN INSTRUMENT PIPING SPECIFICATION S-2,S-5","TWO-LINE INSTRUMENT (e.g.,Differential Pressure Transmitter) 
DEKORON-TYPE 2201- 40B21 (Modified, Or Approved Equal)- To Include:
2-Process Tubes-1/2"" O.D. x .065"" Wall, 316SS 
1-Steam Tracer-1/4"" O.D. x .030"" Wall- Copper Tubing
",,
3631,108,1,50,,"ALL","INSTRUMENT BUNDLE SECTION - COPPER TRACER (350F MAXIMUM PROCESS TEMPERATURE, 30 PSIG STEAM ONLY)",,
3632,108,2,28,,"TO BE USED IN INSTRUMENT PIPING SPECIFICATION S-1,S-4","SINGLE-LINE INSTRUMENT- (e.g., Pressure Transmitter)
DEKORON-TYPE 2201- 40A20 (Or Approved Equal)- To Include:
1-Process Tube- 1/2"" O.D. x .035"" Wall, 316SS.
1-Steam Tracer- 1/4"" O.D. x .035"" Wall, 316SS
",,
3633,108,2,28,,"TO BE USED IN INSTRUMENT PIPING SPECIFICATION S-1,S-4","TWO-LINE INSTRUMENT (e.g., Differential Pressure Transmitter)
DEKORON TYPE 2203- 40B20- (Or Approved Equal)- To Include:
2-Process Tubes- 1/2"" O.D. x .035"" Wall, 316SS 
1-Steam Tracer- 1/4"" O.D. x .035"" Wall, 316SS
",,
3634,108,2,28,,"TO BE USED IN INSTRUMENT PIPING SPECIFICATION S-2,S-5","SINGLE-LINE INSTRUMENT (e.g., Pressure Transmitter)
DEKORON- TYPE 2201- 40A20 (Modified, Or Approved Equal), To Include:
1-Process Tube- 1/2"" O.D. x .065"" Wall, 316SS
1-Steam Tracer- 1/4"" O.D. x .035"" Wall, 316SS
",,
3635,108,2,28,,"TO BE USED IN INSTRUMENT PIPING SPECIFICATION S-2,S-5","TWO-LINE INSTRUMENT (e.g., Differential Pressure Transmitter)
DEKORON-TYPE 2201- 40B20 (Modified, Or Approved Equal)- To Include:
2-Process Tubes- 1/2"" O.D. x .065"" Wall, 316SS
1-Steam Tracer- 1/4"" O.D. x .035"" Wall, 316SS
",,
3636,108,2,50,,"ALL","INSTRUMENT BUNDLE SECTION- STAINLESS STEEL TRACER (400F MAXIMUM PROCESS TEMPERATURE)",,
3637,108,3,28,,"TO BE USED IN INSTRUMENT PIPING SPECIFICATION S-3","SINGLE-LINE INSTRUMENT (e.g., Pressure Transmitter)
DEKORON- TYPE 2201- 49A20- (Modified, Or Approved Equal), To Include: 
1-Process Tube- 1/2"" O.D. x .065"" Wall, Alloy 20 
1-Steam Tracer- 1/4"" O.D. x .035"" Wall, 316SS
",,
3638,108,3,28,,"TO BE USED IN INSTRUMENT PIPING SPECIFICATION S-3","TWO-LINE INSTRUMENT (e.g., Differential Pressure Transmitter
DEKORON-TYPE 2201- 49B20 (Modified, Or Approved Equal)- To Include:
2-Process Tubes- 1/2"" O.D. x .065"" Wall, Alloy 20
1-Steam Tracer- 1/4"" O.D. x .035"" Wall, 316SS
",,
3639,108,4,50,,"ALL","STEAM FOR HEAT TRACING TUBING SECTION - COPPER TRACER (350F MAXIMUM PROCESS TEMPERATURE, 30 PSIG MAX. STEAM)",,
3640,108,4,59,,"1"" & Smaller","Brass, Compression Type Parker CPI (C.P.Only) Swagelok (L.A.Only)",,
3641,108,4,60,,"3/8""-1/2"" O.D.","Seamless Copper ASTM B-68 Soft Annealed 060Temper, Tested To ASTM B75, Coiled : .032"" Wall",,
3642,108,4,60,,"3/4"" O.D.","Seamless Copper ASTM B-68 Soft Annealed 060Temper, Tested To ASTM B75, Coiled : .035"" Wall",,
3643,108,4,60,,"1"" O.D.","Seamless Copper ASTM B-68 Soft Annealed 060Temper, Tested To ASTM B75, Coiled : .049"" Wall",,
3644,108,5,50,,"ALL","TUBING SECTION - STEEL TRACER (750F MAXIMUM PROCESS TEMPERATURE)",,
3645,108,5,52,,"ALL","Use ""CAH"" Line Class",,
3646,108,5,59,,"1"" & Smaller","Steel, Compression Type",,
3647,108,5,59,,"ALL","Parker CPI (C.P. Only)",,
3648,108,5,59,,"ALL","Swagelok (L.A. Only)",,
3649,108,5,60,,"3/8""-3/4"" O.D.","Seamless Steel, Full Annealed ASTM A179 : .035"" Wall",,
3650,108,5,60,,"1"" O.D.","Seamless Steel, Full Annealed ASTM A179 : .049"" Wall",,
3651,108,6,27,,"TO BE USED IN INSTRUMENT PIPING SPECIFICATION S-1,S-2,S-4 & S-5","Nominal Process Tube Temperature -120F Max. 
DEKORON-TYPE2256- 40130 (Or Approved Equal) To Include: 
1-Process Tube- 1/2"" O.D. x .035"" Wall, 316SS 
1-Electric Tracer- 5 Watt/Ft. Heating Element, Self Regulating",,
3652,108,6,27,,"TO BE USED IN INSTRUMENT PIPING SPECIFICATION S-1,S-2,S-4 & S-5","TWO-LINE INSTRUMENT (e.g., Differential Pressure Transmitter)
Nominal Process Tube Temperature- 180O F Max.
DEKORON-TYPE 2266- 40B30 (Or Approved Equal)- To Include: 
2-Process Tubes- 1/2"" O.D. x .035"" Wall, 316SS  
1-Electric Tracer- 5 Watt/Ft. Heating E",,
3653,108,6,50,,"ALL","INSTRUMENT BUNDLE SECTION - ELECTRIC TRACER : (PROCESS TEMPERATURE PROFILE - SEE BELOW)",,
3654,109,1,21,110,"1/4"" - 1/2""","CLASS 200 BRONZE : FNPT",,
3655,109,1,50,,"ALL","***NON-SULFUR PLANT*",,
3656,109,1,59,,"1/2"" & SMALLER","BRASS, COMPRESSION TYPE : SWAGELOK (LAR ONLY) PARKER CPI (C.P. ONLY)",,
3657,109,1,60,,"1/4""","COPPER ASTM B-68, UNS #C12200 TESTED TO ASTM B-75, WITH ""PVC"" COATING, SEAMLESS-SOFT ANNEALED : .030"" WALL",,
3658,109,1,60,,"3/8""","COPPER ASTM B-68, UNS #C12200 TESTED TO ASTM B-75, WITH ""PVC"" COATING, SEAMLESS-SOFT ANNEALED : .032"" WALL",,
3659,109,1,60,,"1/2""","COPPER ASTM B-68, UNS #C12200 TESTED TO ASTM B-75, WITH ""PVC"" COATING, SEAMLESS-SOFT ANNEALED : .035"" WALL",,
3660,109,2,21,133,"1/4"" - 1/2""","FNPT",,
3661,109,2,43,,"1/2"" - 1""","WELDED GALVANIZED STEEL ASTM A53 GR B : XS WEIGHT THREADED",,
3662,109,2,45,,"1/2"" - 1""","MALLEABLE IRON GALVANIZED SCREWED ASTM A197 ANSI B16.3 : CLASS 300",,
3663,109,2,50,,"ALL","**SULFUR PLANT** CLASS 200 STAINLESS STEEL",,
3664,109,2,59,,"1/2"" & SMALLER","STAINLESS STEEL, ASME SA479 TYPE 316 OR ASME SA182 GR F316, COMPRESSION TYPE, WITH STAINLESS STEEL FERRULES : PARKER CPI (C.P. ONLY) SWAGELOK (LAR ONLY)",,
3665,109,2,60,,"1/4"" - 1/2""","STAINLESS STEEL ASTM A269 GR TP316, TESTED TO ASTM A450 : SEAMLESS, FULL ANNEALED .035"" WALL",,
3666,1,0,45,,"2"" - 10""","CAST IRON SOIL PIPE, ASTM A74 TAR COATED, WITH COMPRESSION TYPE JOINTS, SERVICE WEIGHT : BELL & SPIGOT, 5 FT OR 10 FT LENGTHS BELL & BELL, 5 FT LENGTHS",,
3667,1,0,45,,"2"" - 10""","CAST IRON A B & I HUBLESS SOIL : PIPE ASTM 888 CISPI 301-85 WITH A B & I BEST COUPLING JOINTS, IAPMO FILE #2862.",,
3668,1,0,45,,"12"" - 48""","REINFORCED CONCRETE PIPE ASTM C76, WITH RESILIENT JOINT (NEOPRENE GASKET) : CLASS V, WALL B, BELL & SPIGOT 12 FT LENGTHS",,
3669,1,0,45,,"54"" & LARGER","REINFORCED CONCRETE PIPE ASTM C76, WITH RESILIENT JOINT (NEOPRENE GASKET) : CLASS V, WALL C, BELL & SPIGOT 12 FT LENGTHS",,
3670,2,0,45,,"1/2"" - 1-1/2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XS WEIGHT",,
3671,2,0,45,,"2"" - 4""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : STD WEIGHT",,
3672,3,0,45,,"3"" - 10""","WELDED STEEL, ASTM A53 GR B OR API 5L GR B, GROOVED ENDS FOR VICTAULIC COUPLINGS, ASME B36.10M : STD WEIGHT",,
3673,4,0,45,,"1/2"" - 12""","SEAMLESS SOLID PVC, TYPE 1 (CLASS 12454-B), GR 1,ASTM D-1784 : SCHEDULE 80",,
3674,5,0,45,,"1/2"" - 1-1/2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XS WEIGHT",,
3675,5,0,45,,"2"" - 24""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : STD WEIGHT",,
3676,5,0,45,,"26"" & LARGER","EFW STEEL, ASTM A672, GRADE C65, CLASS 22 : CALC WALL THICKNESS (.375"" WALL MINIMUM)",,
3677,6,0,45,,"1/2"" - 1-1/2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XS WEIGHT",,
3678,6,0,45,,"2"" - 24""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : STD WEIGHT",,
3679,7,0,45,,"1/2"" - 1-1/2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XS WEIGHT",,
3680,7,0,45,,"2"" - 24""","STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : SEAMLESS, STD WEIGHT",,
3681,7,0,45,,"26"" & LARGER","EFW STEEL, ASTM A672, GRADE C65, CLASS 22 : CALC WALL THICKNESS (.375"" WALL MINIMUM)",,
3682,8,0,45,,"1/2"" - 3/4""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : SCHEDULE 160",,
3683,8,0,45,,"1"" - 2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XS WEIGHT",,
3684,8,0,45,,"3"" - 24""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : STD WEIGHT",,
3685,9,0,45,,"1/2"" - 3/4""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : SCHEDULE 160",,
3686,9,0,45,,"1"" - 2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XS WEIGHT",,
3687,9,0,45,,"3"" - 24""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : STD WEIGHT",,
3688,10,0,45,,"1/2"" - 3/4""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : SCHEDULE 160",,
3689,10,0,45,,"1"" - 2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XS WEIGHT",,
3690,10,0,45,,"3"" - 24""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : STD WEIGHT",,
3691,11,0,45,,"1/2"" - 3/4""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : SCHEDULE 160",,
3692,11,0,45,,"1"" - 2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XS WEIGHT",,
3693,11,0,45,,"3"" - 24""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : STD WEIGHT",,
3694,12,0,45,,"1/2"" - 3/4""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : SCHEDULE 160",,
3695,12,0,45,,"1"" - 2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XS WEIGHT",,
3696,12,0,45,,"3"" - 24""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : STD WEIGHT",,
3697,13,0,45,,"1/2"" - 3/4""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : SCHEDULE 160",,
3698,13,0,45,,"1"" - 2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XS WEIGHT",,
3699,13,0,45,,"3"" - 14""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : STD WEIGHT",,
3700,14,0,45,,"1/2"" - 1-1/2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XS WEIGHT",,
3701,14,0,45,,"2"" - 24""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : STD WEIGHT",,
3702,14,0,45,,"26"" & LARGER","SAW STEEL, API 5L, GR B, 90% JOINT EFFICIENCY PER ASME B31.3 : CALCULATE WALL THICKNESS (.375"" WALL MINIMUM)",,
3703,16,0,45,,"1/2"" - 1-1/2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XS WEIGHT",,
3704,16,0,45,,"2"" - 12""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : STD WEIGHT",,
3705,16,1,45,,"1/2"" - 1-1/2""","SEAMLESS MONEL, ASTM B165 : XS WEIGHT",,
3706,16,1,45,,"2"" - 12""","SEAMLESS MONEL, ASTM B165 : STANDARD WEIGHT",,
3707,17,0,45,,"1/2"" - 1-1/2""","WELDED GALVANIZED STEEL ASTM A53 GR B : XS, THREADED",,
3708,17,0,45,,"2"" - 24""","STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : SEAMLESS, STD WEIGHT",,
3709,17,0,45,,"26"" & LARGER","SAW STEEL, API 5L, GR B, 90% JOINT EFFICIENCY PER ASME B31.3 : CALCULATE WALL THICKNESS (.375"" WALL MINIMUM)",,
3710,18,0,45,,"3"" - 24""","STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M COAT & WRAP : SEAMLESS, STD WEIGHT",,
3711,18,0,45,,"26"" & LARGER","SAW STEEL, API 5L, GR B, 90% JOINT EFFICIENCY PER ASME B31.3 : CALCULATE WALL THICKNESS (.375"" WALL MINIMUM)",,
3712,19,0,45,,"1/2"" - 1-1/2""","WELDED GALVANIZED STEEL ASTM A53 GR B : XS, THREADED",,
3713,19,0,45,,"2"" - 24""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M COAT & WRAP UNDERGROUND : STD WEIGHT",,
3714,19,0,45,,"26"" & LARGER","SAW STEEL, API 5L, GR B, 90% JOINT EFFICIENCY PER ASME B31.3 : CALCULATE WALL THICKNESS (.375"" WALL MINIMUM)",,
3715,20,2,45,,"1/2"" - 1-1/2""","WELDED GALVANIZED STEEL ASTM A53 GR B : XS WEIGHT, THREADED",,
3716,20,2,45,,"2"" - 3""","WELDED GALVANIZED STEEL ASTM A53 GR B : STD WEIGHT, THREADED",,
3717,20,2,45,,"4"" - 10""","CEMENT LINED WELDED STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M, COAT & WRAP UNDERGROUND : STD WEIGHT",,
3718,20,2,45,,"12"" ONLY","CEMENT LINED WELDED STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M, COAT & WRAP UNDERGROUND : SCHEDULE 20",,
3719,20,2,45,,"14"" - 24""","CEMENT LINED WELDED STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M, COAT & WRAP UNDERGROUND : SCHEDULE 10",,
3720,21,0,45,,"1/2"" - 4""","WELDED GALVANIZED STEEL ASTM A53 GR B : XS WEIGHT, THREADED",,
3721,22,1,45,,"4"" - 10""","CEMENT LINED STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M COAT & WRAP UNDERGROUND : SEAMLESS, STD WEIGHT",,
3722,22,1,45,,"12"" - 24""","CEMENT LINED STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M COAT & WRAP UNDERGROUND : SEAMLESS, SCHEDULE 20",,
3723,22,1,45,,"14"" - 24""","CEMENT LINED STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M COAT & WRAP UNDERGROUND : WELDED, SCHEDULE 10",,
3724,22,2,45,,"1/2"" - 1-1/2""","WELDED GALVANIZED STEEL ASTM A53 GR B : XS, THREADED",,
3725,22,2,45,,"2"" - 24""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : STD WEIGHT",,
3726,23,1,45,,"1/2"" - 1-1/2""","WELDED GALVANIZED STEEL ASTM A53 GR B : XS WEIGHT, THREADED",,
3727,23,1,45,,"2"" - 12""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : STD WEIGHT",,
3728,24,0,45,,"1/2"" - 1-1/2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XS WEIGHT",,
3729,24,0,45,,"2"" - 24""","STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : SEAMLESS, STD WEIGHT",,
3730,24,0,45,,"26"" & LARGER","EFW STEEL, ASTM A672, GRADE C65, CLASS 22 : CALC WALL THICKNESS (.375"" WALL MINIMUM)",,
3731,25,0,45,,"1/2"" - 1-1/2""","SEAMLESS STEEL ASME SA106 GR B OR ASME SA53 GR B, ASME B36.10M, COLOR CODED MILL CERTS REQUIRED FOR ALL PIPE : XS WEIGHT",,
3732,25,0,45,,"2"" ONLY","SEAMLESS STEEL ASME SA53 GR B ASME B36.10M, COLOR CODED MILL CERTS REQUIRED FOR ALL PIPE : XS WEIGHT",,
3733,25,0,45,,"3"" - 24""","SEAMLESS STEEL ASME SA53 GR B ASME B36.10M, COLOR CODED MILL CERTS REQUIRED FOR ALL PIPE : STD WEIGHT",,
3734,26,0,45,,"1/2"" - 3/4""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : SCHEDULE 160",,
3735,26,0,45,,"1"" - 2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XS WEIGHT",,
3736,26,0,45,,"3"" - 24""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : STD WEIGHT",,
3737,27,0,45,,"1/2"" x 2""(PIPE X JACKET)","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M SCHEDULE 80 (PIPE)/SCHEDULE 40 (JACKET)",,
3738,27,0,45,,"1"" x 2""(PIPE X JACKET)","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M SCHEDULE 80 (PIPE)/SCHEDULE 40 (JACKET)",,
3739,27,0,45,,"2"" x 3""(PIPE X JACKET)","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M SCHEDULE 80 (PIPE)/SCHEDULE 40 (JACKET) : SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M SCHEDULE 40 (PIPE)/SCHEDULE 40 (JACKET)",,
3740,27,0,45,,"3"" x 4""(PIPE X JACKET)","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M SCHEDULE 80 (PIPE)/SCHEDULE 40 (JACKET) : SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M SCHEDULE 40 (PIPE)/SCHEDULE 40 (JACKET)",,
3741,27,0,45,,"4"" x 6""(PIPE X JACKET)","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M SCHEDULE 80 (PIPE)/SCHEDULE 40 (JACKET) : SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M SCHEDULE 40 (PIPE)/SCHEDULE 40 (JACKET)",,
3742,27,0,45,,"6"" x 10""(PIPE X JACKET)","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M SCHEDULE 80 (PIPE)/SCHEDULE 40 (JACKET) : SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M SCHEDULE 40 (PIPE)/SCHEDULE 40 (JACKET)",,
3743,27,0,45,,"8"" x 10""(PIPE X JACKET)","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M SCHEDULE 80 (PIPE)/SCHEDULE 40 (JACKET) : SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M SCHEDULE 40 (PIPE)/SCHEDULE 40 (JACKET)",,
3744,28,0,45,,"1/2"" - 3/4""","SEAMLESS 5 CR - 1/2 MO ASTM A335 GR P5, ASME B36.10M MILL CERTS REQUIRED FOR ALL PIPE : SCHEDULE 160",,
3745,28,0,45,,"1"" - 2""","SEAMLESS 5 CR - 1/2 MO ASTM A335 GR P5, ASME B36.10M MILL CERTS REQUIRED FOR ALL PIPE : XS WEIGHT",,
3746,28,0,45,,"3"" - 24""","SEAMLESS 5 CR - 1/2 MO ASTM A335 GR P5, ASME B36.10M MILL CERTS REQUIRED FOR ALL PIPE : STD WEIGHT",,
3747,29,0,45,,"1/2"" - 3/4""","SEAMLESS 9 CR - 1 MO ASTM A335 GR P9, ASME B36.10M : SCHEDULE 160",,
3748,29,0,45,,"1"" - 2""","SEAMLESS 9 CR - 1 MO ASTM A335 GR P9, ASME B36.10M : XS WEIGHT",,
3749,29,0,45,,"3"" - 24""","SEAMLESS 9 CR - 1 MO ASTM A335 GR P9, ASME B36.10M : STD WEIGHT",,
3750,30,0,45,,"1/2"" - 1-1/2""","SEAMLESS STAINLESS STEEL ASTM A312 GR TP304, ASME B36.19M : SCHEDULE 80S",,
3751,30,0,45,,"2"" - 12""","SEAMLESS STAINLESS STEEL ASTM A312 GR TP304, ASME B36.19M : SCHEDULE 40S",,
