Valve_No,Valve_Comp_Name,Component_Text,Last_Updt_Id,Last_Updt_Date
V15801,PACKING                                           ,V-SHAPED CHEVRON TEFLON RINGS WITH GRAPHITE TOP RING AND INJECTABLE SEALANT.,,
V15801,PORT                                              ,REDUCED,,
V15801,RATING                                            ,ASME CLASS 1500,,
V15801,SEAT INSERT                                       ,TEFLON TFE (500F MAX. DESIGN TEMPERATURE,,
V15801,SEAT RING                                         ,410 STAINLESS STEEL,,
V15801,STANDARD                                          ,TESTED TO API 6D,,
V15801,STEM                                              ,8620 ALLOY STEEL WITH DRY LUBRICANT OVERLAY,,
V15801,TRIM                                              ,CORE: CARBON STEEL WITH NICKEL OVERLAY FACING,,
V15801,TYPE                                              ,ORBIT,,
V15802,BODY                                              ,CAST CARBON STEEL; ASTM A216\, GR. WCC,,
V15802,BONNET                                            ,BOLTED\, QUARTER-TURN RISE WITH POSITION INDICATOR,,
V15802,DISC                                              ,TRUNNION MOUNTED BALL WITH CAM ACTION STEM,,
V15802,ENDS                                              ,RING JOINT FLANGED,,
V15802,OPERATOR                                          ,HANDWHEEL,,
V15802,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
V15802,PORT                                              ,REDUCED,,
V15802,RATING                                            ,ASME CLASS 1500,,
V15802,SEAT INSERT                                       ,316 STAINLESS STEEL TUBE (800F MAX. DESIGN TEMP.),,
V15802,SEAT RING                                         ,410 STAINLESS STEEL,,
V15802,STANDARD                                          ,TESTED TO API 6D,,
V15802,STEM                                              ,8620 ALLOY STEEL WITH DRY LUBRICANT OVERLAY,,
V15802,TRIM                                              ,CORE: CARBON STEEL WITH NICKEL WELD OVERLAY FACING,,
V15802,TYPE                                              ,ORBIT,,
V15803,BODY                                              ,CAST CARBON STEEL; ASTM A216\, GR. WCC,,
V15803,BONNET                                            ,BOLTED\, QUARTER-TURN RISE WITH POSITION INDICATOR,,
V15803,DISC                                              ,TRUNNION MOUNTED BALL WITH CAM ACTION STEM,,
V15803,ENDS                                              ,BUTT WELDING (SPECIFY WELD END BORE),,
V15803,OPERATOR                                          ,HANDWHEEL,,
V15803,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
V15803,PORT                                              ,REDUCED,,
V15803,RATING                                            ,ASME CLASS 1500,,
V15803,SEAT INSERT                                       ,316 STAINLESS STEEL TUBE (800F MAX. DESIGN TEMP.),,
V15803,SEAT RING                                         ,410 STAINLESS STEEL,,
V15803,STANDARD                                          ,TESTED TO API 6D,,
V15803,STEM                                              ,8620 ALLOY STEEL DRY LUBRICANT OVERLAY,,
V15803,TRIM                                              ,CORE: CARBON STEEL WITH NICKEL WELD OVERLAY FACING,,
V15803,TYPE                                              ,ORBIT,,
V15804,BODY                                              ,CAST CARBON STEEL; ASTM A216\, GR. WCC,,
V15804,BONNET                                            ,BOLTED\, QUARTER-TURN RISE WITH POSITION INDICATOR,,
V15804,DISC                                              ,TRUNNION MOUNTED BALL WITH CAM ACTION STEM,,
V15804,ENDS                                              ,RING JOINT FLANGED,,
V15804,OPERATOR                                          ,HANDWHEEL,,
V15804,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
V15804,PORT                                              ,REDUCED,,
V15804,RATING                                            ,ASME CLASS 1500,,
V15804,SEAT INSERT                                       ,316 STAINLESS STEEL TUBE (800F MAX. DESIGN TEMP.),,
V15804,SEAT RING                                         ,410 STAINLESS STEEL,,
V15804,STANDARD                                          ,TESTED TO API 6D,,
V15804,STEM                                              ,STAINLESS STEEL\, ASTM A638 GR. 660,,
V15804,TRIM                                              ,CORE: CARBON STEEL WITH HASTELLOY C WELD OVERLAY FACING,,
V15804,TYPE                                              ,ORBIT,,
V15805,BODY                                              ,CAST CARBON STEEL; ASTM A216\, GR. WCC,,
V15805,BONNET                                            ,BOLTED\, QUARTER-TURN RISE WITH POSITION INDICATOR,,
V15805,DISC                                              ,TRUNNION MOUNTED BALL WITH CAM ACTION STEM,,
V15805,ENDS                                              ,BUTT WELDING (SPECIFY WELD END BORE),,
V15805,OPERATOR                                          ,HANDWHEEL,,
V15805,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
V15805,PORT                                              ,REDUCED,,
V15805,RATING                                            ,ASME CLASS 1500,,
V15805,SEAT INSERT                                       ,316 STAINLESS STEEL TUBE (800F MAX. DESIGN TEMP.),,
V15805,SEAT RING                                         ,410 STAINLESS STEEL,,
V15805,STANDARD                                          ,TESTED TO API 6D,,
V15805,STEM                                              ,STAINLESS STEEL\, ASTM A638 GR. 660,,
V15805,TRIM                                              ,CORE: CARBON STEEL WITH HASTELLOY C WELD OVERLAY FACING,,
V15805,TYPE                                              ,ORBIT,,
V15810,BODY                                              ,FORGED CARBON STEEL; ASTM A105; O-RING SEAT AREAS OVERLAID WITH 1/8\" THICK INCONEL 182.,,
V15810,BONNET                                            ,BOLTED,,
V15810,DISC                                              ,QUARTER-TURN BALL,,
V15810,ENDS                                              ,RING JOINT FLANGED,,
V15810,OPERATOR                                          ,GEAR (VALVE CAN BE ORDERED LESS GEARBOX),,
V15810,PACKING                                           ,N/A,,
V15810,PORT                                              ,FULL,,
V15810,RATING                                            ,ASME CLASS 1500 (400F MAX. TEMP),,
V15810,STANDARD                                          ,TESTED TO API 6D,,
V15810,STEM & TRUNNION                                   ,17-4PH STAINLESS STEEL,,
V15810,TRIM                                              ,BALL: 17-4PH STAINLESS STEEL\, SEAT: RYTON INSERT,,
V15810,TYPE                                              ,BALL,,
V15820,OTHER                                             ,(Assigned to Polypropylene  Project 8/11/97.),PCS41CR ,1997-8-25
V15821,OTHER                                             ,(Assigned to Polypropylene  Project 8/11/97.),PCS41CR ,1997-8-25
V15822,OTHER                                             ,(Assigned to Polypropylene  Project 8/11/97.),PCS41CR ,1997-8-25
V15823,OTHER                                             ,(Assigned to Polypropylene  Project 8/11/97.),PCS41CR ,1997-8-25
V15824,OTHER                                             ,(Assigned to Polypropylene  Project 8/11/97.),PCS41CR ,1997-8-25
V15825,OTHER                                             ,(Assigned to Polypropylene  Project 8/11/97.),PCS41CR ,1997-8-25
V15826,OTHER                                             ,(Assigned to Polypropylene  Project 8/11/97.),PCS41CR ,1997-8-25
V15827,OTHER                                             ,(Assigned to Polypropylene  Project 8/11/97.),PCS41CR ,1997-8-25
V15828,OTHER                                             ,(Assigned to Polypropylene  Project 8/11/97.),PCS41CR ,1997-8-25
V15829,OTHER                                             ,(Assigned to Polypropylene  Project 8/11/97.),PCS41CR ,1997-8-25
V15835,BODY                                              ,FORGED 2-1/4 CR - 1 MO\, ASTM A182\, GR F22,PCS41CR ,1997-8-26
V15835,BONNET                                            ,BONNETLESS,PCS41CR ,1997-8-26
V15835,DISC                                              ,LOOSE TAPERED PLUG,PCS41CR ,1997-8-26
V15835,ENDS                                              ,SOCKETWELD,PCS41CR ,1997-8-26
V15835,OPERATOR                                          ,HANDWHEEL,PCS41CR ,1997-8-26
V15835,OTHER                                             ,MICROMETER DIAL POSITION INDICATOR,PCS41CR ,1997-8-26
V15835,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCS41CR ,1997-8-26
